n_exp,rmse_fisico,rmse_cajanegra,errvol_fisico_pct,errvol_cajanegra_pct
4,0.025160267030897528,0.03236210076037513,11.533416372653885,9.85345407124411
5,0.022928363517741513,0.031052956264511735,8.361317741228856,14.103248426536764
6,0.021775492174987986,0.028930925304380337,3.1972474319486506,6.792024946522691
8,0.016743459340278752,0.0240381726258895,4.289414812264855,15.26410636509351
10,0.0144970377008487,0.0200161952253523,4.5281549852243055,6.122760188098776
14,0.0125155927866531,0.019486260869605962,4.0454678834674755,5.912436428307063
